t_sec,cmd_vx,cmd_wz,meas_speed_tf
42.550,0.132,-0.271,0.000
42.600,0.125,-0.241,0.180
42.650,0.123,-0.220,0.000
42.700,0.124,-0.215,0.229
42.750,0.123,-0.212,0.000
42.800,0.125,-0.220,0.186
42.850,0.124,-0.224,0.000
42.900,0.123,-0.216,0.100
42.950,0.124,-0.152,0.000
43.000,0.125,-0.133,0.077
43.050,0.120,-0.109,0.000
43.100,0.117,-0.101,0.061
43.150,0.118,-0.108,0.000
43.200,0.121,-0.108,0.224
43.250,0.128,-0.090,0.000
43.300,0.125,-0.101,0.206
43.350,0.125,-0.058,0.000
43.400,0.000,0.000,0.375
43.450,0.000,0.000,0.000
43.500,0.142,-0.025,0.279
43.550,0.148,-0.014,0.000
43.600,0.157,-0.003,0.409
43.650,0.158,-0.004,0.000
43.700,0.174,-0.002,0.361
43.750,0.176,-0.009,0.000
43.800,0.180,-0.002,0.353
43.850,0.180,-0.003,0.000
43.900,0.188,0.005,0.343
43.950,0.179,-0.004,0.000
44.000,0.177,-0.013,0.342
44.050,0.180,-0.010,0.000
44.100,0.190,-0.007,0.124
44.150,0.189,-0.006,0.000
44.200,0.190,-0.007,0.043
44.250,0.192,-0.003,0.000
44.300,0.193,0.003,0.211
44.350,0.202,0.009,0.000
44.400,0.196,0.001,0.161
44.450,0.191,-0.007,0.000
44.500,0.197,-0.002,0.029
44.550,0.200,-0.011,0.000
44.601,0.201,-0.007,0.040
44.650,0.198,-0.012,0.000
44.700,0.195,-0.013,0.371
44.750,0.195,-0.001,0.000
44.800,0.194,-0.008,0.383
44.850,0.196,-0.011,0.000
44.901,0.197,-0.016,0.478
44.951,0.198,-0.001,0.000
45.000,0.193,-0.009,0.435
45.050,0.197,-0.016,0.000
45.100,0.204,-0.018,0.452
45.150,0.199,-0.016,0.000
45.203,0.193,-0.020,0.373
45.250,0.192,-0.011,0.000
45.300,0.202,-0.012,0.413
45.350,0.194,-0.017,0.000
45.400,0.189,-0.029,0.413
45.450,0.182,-0.070,0.000
45.500,0.173,-0.113,0.941
45.550,0.168,-0.109,0.000
45.600,0.167,-0.104,0.418
45.650,0.168,-0.082,0.000
45.700,0.160,-0.100,0.499
45.750,0.163,-0.096,0.000
45.800,0.157,-0.110,0.170
45.850,0.162,-0.116,0.000
45.900,0.159,-0.140,0.220
45.950,0.157,-0.145,0.000
46.000,0.155,-0.131,0.139
46.050,0.151,-0.133,0.000
46.100,0.148,-0.119,0.153
46.150,0.136,-0.120,0.000
46.200,0.141,-0.131,0.074
46.250,0.146,-0.127,0.000
46.300,0.143,-0.121,0.279
46.350,0.140,-0.118,0.000
46.400,0.142,-0.107,0.294
46.450,0.140,-0.101,0.000
46.500,0.137,-0.094,0.251
46.550,0.139,-0.090,0.000
46.600,0.142,-0.083,0.187
46.651,0.140,-0.079,0.000
46.701,0.140,-0.079,0.242
46.750,0.000,0.000,0.000
46.800,0.000,0.000,0.266
46.850,0.138,-0.048,0.000
46.900,0.148,-0.020,0.453
46.950,0.160,-0.015,0.000
47.000,0.176,-0.011,0.380
47.050,0.177,-0.013,0.000
47.101,0.177,-0.017,0.094
47.150,0.179,-0.016,0.000
47.200,0.180,-0.015,0.092
47.250,0.178,-0.017,0.000
47.300,0.189,0.003,0.219
47.350,0.188,0.010,0.000
47.400,0.185,-0.003,0.354
47.450,0.189,0.008,0.000
47.500,0.197,0.010,0.177
47.550,0.202,0.002,0.000
47.600,0.195,-0.009,0.170
47.650,0.193,-0.013,0.000
47.700,0.193,-0.019,0.249
47.750,0.195,-0.018,0.000
47.800,0.202,-0.013,0.084
47.850,0.197,-0.013,0.000
47.900,0.204,0.001,0.147
47.950,0.201,-0.005,0.000
48.000,0.198,-0.012,0.170
48.050,0.198,-0.011,0.000
48.100,0.202,-0.004,0.447
48.150,0.205,-0.017,0.000
48.200,0.201,-0.016,0.429
48.250,0.196,-0.014,0.000
48.300,0.199,-0.014,0.451
48.350,0.201,-0.000,0.000
48.400,0.195,-0.003,0.470
48.450,0.185,-0.013,0.000
48.500,0.191,0.001,0.484
48.550,0.188,-0.008,0.000
48.600,0.194,-0.007,0.214
48.650,0.196,-0.012,0.000
48.701,0.193,-0.017,0.290
48.750,0.197,0.002,0.000
48.800,0.198,-0.005,0.261
48.850,0.195,-0.005,0.000
48.900,0.199,-0.001,0.419
48.950,0.189,-0.000,0.000
49.000,0.187,-0.008,0.355
49.050,0.192,-0.030,0.000
49.100,0.198,-0.033,0.383
49.150,0.198,-0.022,0.000
49.200,0.191,-0.015,0.459
49.250,0.196,-0.009,0.000
49.300,0.198,0.000,0.280
49.350,0.197,0.001,0.000
49.400,0.202,-0.012,0.373
49.450,0.199,-0.005,0.000
49.500,0.193,0.013,0.203
49.550,0.191,0.023,0.000
49.600,0.194,0.001,0.150
49.650,0.199,0.012,0.000
49.700,0.197,-0.002,0.178
49.750,0.199,0.007,0.000
49.800,0.206,0.005,0.156
49.850,0.203,0.006,0.000
49.900,0.189,0.003,0.437
49.950,0.190,0.001,0.000
50.000,0.195,0.005,0.586
50.050,0.198,-0.000,0.000
50.100,0.199,0.004,0.373
50.150,0.199,-0.006,0.000
50.200,0.203,-0.010,0.205
50.250,0.201,-0.010,0.000
50.300,0.203,-0.015,0.228
50.350,0.199,-0.014,0.000
50.400,0.198,-0.013,0.232
50.450,0.197,0.014,0.000
50.500,0.197,0.012,0.423
50.550,0.198,0.000,0.000
50.600,0.196,0.027,0.397
50.650,0.194,0.014,0.000
50.700,0.192,0.012,0.643
50.750,0.197,-0.008,0.000
50.800,0.197,-0.005,0.455
50.850,0.196,-0.019,0.000
50.900,0.191,-0.025,0.250
50.950,0.192,-0.014,0.000
51.000,0.191,-0.029,0.220
51.050,0.189,-0.021,0.000
51.100,0.191,-0.008,0.151
51.150,0.194,-0.006,0.000
51.205,0.192,-0.013,0.195
51.250,0.193,-0.009,0.000
51.300,0.199,-0.004,0.423
51.350,0.192,-0.008,0.000
51.400,0.193,-0.009,0.470
51.450,0.197,-0.004,0.000
51.500,0.194,-0.011,0.284
51.550,0.193,-0.008,0.000
51.600,0.192,-0.009,0.238
51.650,0.191,0.005,0.000
51.700,0.192,-0.012,0.088
51.750,0.195,-0.005,0.000
51.800,0.189,-0.012,0.322
51.850,0.191,-0.057,0.000
51.900,0.186,-0.077,0.588
51.950,0.175,-0.110,0.000
52.000,0.171,-0.132,0.393
52.051,0.174,-0.137,0.000
52.100,0.178,-0.129,0.385
52.150,0.180,-0.130,0.000
52.200,0.174,-0.156,0.474
52.250,0.165,-0.204,0.000
52.300,0.162,-0.209,0.371
52.350,0.158,-0.192,0.000
52.400,0.162,-0.184,0.400
52.450,0.155,-0.196,0.000
52.500,0.149,-0.208,0.341
52.550,0.158,-0.198,0.000
52.600,0.157,-0.184,0.224
52.650,0.154,-0.189,0.000
52.704,0.154,-0.181,0.170
52.750,0.154,-0.181,0.000
52.801,0.160,-0.167,0.392
52.850,0.160,-0.163,0.000
52.900,0.158,-0.140,0.319
52.950,0.151,-0.138,0.000
53.000,0.141,-0.133,0.222
53.050,0.000,0.000,0.000
53.100,0.142,-0.129,0.200
53.151,0.148,-0.104,0.000
53.200,0.162,-0.074,0.059
53.250,0.173,-0.062,0.000
53.300,0.181,-0.042,0.158
53.350,0.181,-0.038,0.000
53.400,0.179,-0.013,0.845
53.450,0.182,-0.019,0.000
53.500,0.188,-0.021,0.395
53.550,0.185,-0.028,0.000
53.600,0.185,-0.023,0.323
53.650,0.193,-0.004,0.000
53.703,0.193,0.007,0.342
53.750,0.184,0.009,0.000
53.800,0.192,0.017,0.197
53.850,0.193,0.006,0.000
53.900,0.192,-0.008,0.077
53.950,0.188,-0.010,0.000
54.000,0.183,-0.009,0.181
54.050,0.193,-0.026,0.000
54.100,0.196,-0.030,0.048
54.150,0.197,-0.012,0.000
54.200,0.196,-0.006,0.058
54.250,0.205,0.001,0.000
54.300,0.204,-0.004,0.363
54.350,0.205,-0.018,0.000
54.401,0.202,-0.017,0.354
54.450,0.200,-0.015,0.000
54.500,0.204,-0.012,0.374
54.550,0.206,-0.003,0.000
54.601,0.198,0.008,0.353
54.650,0.197,0.016,0.000
54.700,0.194,0.010,0.242
54.750,0.192,0.000,0.000
54.800,0.190,-0.011,0.127
54.850,0.193,0.003,0.000
54.901,0.192,0.004,0.312
54.951,0.194,-0.006,0.000
55.001,0.194,-0.012,0.375
55.050,0.193,-0.038,0.000
55.100,0.195,-0.057,0.506
55.150,0.187,-0.113,0.000
55.200,0.186,-0.137,0.548
55.250,0.184,-0.145,0.000
55.300,0.183,-0.142,0.532
55.350,0.180,-0.160,0.000
55.400,0.176,-0.191,0.337
55.450,0.175,-0.214,0.000
55.500,0.172,-0.211,0.407
55.550,0.169,-0.206,0.000
55.600,0.170,-0.201,0.341
55.650,0.167,-0.184,0.000
55.700,0.173,-0.193,0.311
55.750,0.167,-0.198,0.000
55.800,0.162,-0.191,0.250
55.850,0.157,-0.184,0.000
55.900,0.158,-0.166,0.167
55.950,0.156,-0.163,0.000
56.000,0.159,-0.178,0.246
56.050,0.168,-0.163,0.000
56.100,0.000,0.000,0.262
56.150,0.000,0.000,0.000
56.200,0.166,-0.126,0.347
56.250,0.170,-0.096,0.000
56.300,0.170,-0.086,0.309
56.350,0.173,-0.077,0.000
56.400,0.172,-0.061,0.108
56.450,0.177,-0.045,0.000
56.500,0.182,-0.049,0.223
56.550,0.184,-0.039,0.000
56.600,0.188,-0.037,0.150
56.650,0.190,-0.026,0.000
56.700,0.194,-0.010,0.173
56.750,0.198,-0.010,0.000
56.800,0.195,-0.016,0.306
56.850,0.200,-0.017,0.000
56.900,0.200,0.001,0.252
56.950,0.199,0.006,0.000
57.000,0.203,-0.007,0.207
57.050,0.201,-0.013,0.000
57.100,0.199,-0.004,0.215
57.150,0.195,-0.000,0.000
57.200,0.195,0.009,0.452
57.250,0.195,-0.000,0.000
57.300,0.200,0.002,0.309
57.350,0.199,0.004,0.000
57.400,0.206,0.000,0.336
57.450,0.202,-0.007,0.000
57.500,0.196,-0.013,0.241
57.550,0.194,-0.002,0.000
57.600,0.205,0.002,0.175
57.650,0.203,-0.014,0.000
57.700,0.197,-0.007,0.253
57.750,0.201,-0.010,0.000
57.800,0.190,-0.018,0.318
57.850,0.185,0.008,0.000
57.900,0.200,0.011,0.232
57.950,0.196,0.001,0.000
58.000,0.199,-0.009,0.282
58.050,0.191,0.015,0.000
58.100,0.189,0.025,0.377
58.150,0.196,0.012,0.000
58.200,0.193,-0.000,0.428
58.250,0.195,-0.070,0.000
58.300,0.190,-0.112,0.499
58.350,0.182,-0.154,0.000
58.400,0.180,-0.178,0.377
58.450,0.174,-0.204,0.000
58.500,0.167,-0.208,0.402
58.550,0.168,-0.222,0.000
58.600,0.165,-0.227,0.409
58.650,0.173,-0.242,0.000
58.700,0.170,-0.255,0.499
58.750,0.165,-0.277,0.000
58.800,0.166,-0.280,0.520
58.850,0.165,-0.254,0.000
58.900,0.154,-0.241,0.292
58.950,0.155,-0.236,0.000
59.000,0.167,-0.242,0.331
59.051,0.169,-0.242,0.000
59.100,0.166,-0.244,0.263
59.150,0.162,-0.243,0.000
59.200,0.163,-0.221,0.226
59.250,0.161,-0.213,0.000
59.301,0.155,-0.207,0.362
59.350,0.155,-0.201,0.000
59.400,0.160,-0.186,0.125
59.450,0.159,-0.165,0.000
59.500,0.149,-0.159,0.125
59.550,0.149,-0.176,0.000
59.600,0.152,-0.177,0.145
59.650,0.150,-0.140,0.000
59.700,0.153,-0.072,0.060
59.750,0.160,-0.039,0.000
59.800,0.000,0.000,0.548
59.850,0.000,0.000,0.000
59.900,0.149,-0.018,0.490
59.950,0.159,0.007,0.000
60.000,0.161,-0.013,0.237
60.050,0.167,0.004,0.000
60.100,0.176,0.009,0.282
60.150,0.178,0.002,0.000
60.200,0.176,0.005,0.410
60.250,0.174,-0.003,0.000
60.300,0.181,0.002,0.437
60.350,0.192,-0.002,0.000
60.400,0.194,-0.008,0.442
60.450,0.193,-0.011,0.000
60.500,0.198,-0.002,0.378
60.550,0.200,0.014,0.000
60.600,0.194,0.006,0.265
60.650,0.195,-0.007,0.000
60.700,0.197,-0.004,0.211
60.750,0.193,-0.009,0.000
60.800,0.191,0.001,0.069
60.850,0.199,0.019,0.000
60.900,0.204,0.021,0.207
60.950,0.194,0.007,0.000
61.000,0.190,-0.008,0.102
61.050,0.192,-0.017,0.000
61.100,0.189,-0.020,0.120
61.150,0.194,-0.016,0.000
61.200,0.195,-0.005,0.085
61.250,0.196,0.005,0.000
61.300,0.192,0.003,0.683
61.350,0.194,0.008,0.000
61.400,0.199,0.028,0.625
61.450,0.192,0.033,0.000
61.500,0.188,0.020,0.946
61.550,0.189,0.005,0.000
61.600,0.195,0.025,0.707
61.650,0.189,0.078,0.000
61.700,0.183,0.154,0.326
61.750,0.184,0.184,0.000
61.800,0.174,0.235,0.181
61.850,0.176,0.260,0.000
61.900,0.174,0.288,0.225
61.950,0.171,0.319,0.000
62.000,0.161,0.318,0.265
62.050,0.159,0.338,0.000
62.100,0.161,0.339,0.272
62.150,0.160,0.347,0.000
62.200,0.163,0.368,0.413
62.250,0.173,0.373,0.000
62.300,0.159,0.376,0.391
62.350,0.151,0.380,0.000
62.400,0.154,0.379,0.438
62.450,0.148,0.374,0.000
62.500,0.153,0.374,0.371
62.550,0.149,0.362,0.000
62.600,0.153,0.365,0.440
62.650,0.158,0.370,0.000
62.700,0.165,0.362,0.339
62.750,0.157,0.349,0.000
62.800,0.156,0.353,0.248
62.850,0.159,0.364,0.000
62.900,0.160,0.346,0.105
62.950,0.160,0.341,0.000
63.000,0.159,0.297,0.137
63.050,0.155,0.289,0.000
63.100,0.155,0.297,0.027
63.150,0.157,0.281,0.000
63.202,0.156,0.260,0.134
63.250,0.152,0.247,0.000
63.300,0.151,0.250,0.190
63.350,0.163,0.234,0.000
63.400,0.000,0.000,0.580
63.450,0.000,0.000,0.000
63.502,0.156,0.161,0.366
63.554,0.156,0.161,0.000
63.600,0.162,0.147,0.429
63.650,0.169,0.118,0.000
63.700,0.169,0.091,0.384
63.750,0.178,0.071,0.000
63.800,0.178,0.054,0.337
63.850,0.181,0.027,0.000
63.900,0.187,0.018,0.390
63.950,0.185,0.054,0.000
64.000,0.183,0.115,0.310
64.050,0.177,0.163,0.000
64.100,0.170,0.219,0.339
64.150,0.166,0.240,0.000
64.200,0.163,0.240,0.200
64.250,0.163,0.240,0.000
64.300,0.165,0.267,0.286
64.350,0.161,0.283,0.000
64.400,0.166,0.296,0.176
64.450,0.162,0.300,0.000
64.500,0.158,0.310,0.288
64.550,0.156,0.296,0.000
64.600,0.155,0.286,0.161
64.650,0.150,0.281,0.000
64.700,0.148,0.258,0.560
64.750,0.154,0.231,0.000
64.805,0.157,0.210,0.389
64.850,0.158,0.207,0.000
64.900,0.152,0.202,0.340
64.950,0.150,0.218,0.000
65.000,0.147,0.228,0.388
65.050,0.143,0.159,0.000
65.100,0.144,0.063,0.451
65.150,0.146,0.042,0.000
65.200,0.146,0.025,0.425
65.250,0.146,0.052,0.000
65.300,0.155,0.052,0.307
65.350,0.151,0.031,0.000
65.400,0.149,0.009,0.229
65.450,0.152,-0.034,0.000
65.500,0.149,-0.059,0.163
65.550,0.144,-0.072,0.000
65.600,0.143,-0.085,0.169
65.650,0.146,-0.112,0.000
65.700,0.154,-0.114,0.191
65.750,0.155,-0.113,0.000
65.800,0.157,-0.101,0.094
65.850,0.157,-0.087,0.000
65.900,0.000,0.000,0.120
65.950,0.000,0.000,0.000
66.000,0.154,-0.071,0.333
66.050,0.168,-0.065,0.000
66.100,0.169,-0.069,0.294
66.150,0.166,-0.059,0.000
66.201,0.170,-0.056,0.535
66.250,0.178,-0.032,0.000
66.300,0.180,-0.016,0.420
66.351,0.184,-0.004,0.000
66.400,0.184,-0.004,0.315
66.450,0.187,-0.005,0.000
66.500,0.182,-0.015,0.280
66.550,0.183,-0.016,0.000
66.600,0.183,-0.003,0.085
66.650,0.184,-0.002,0.000
66.700,0.187,-0.002,0.079
66.750,0.192,-0.005,0.000
66.800,0.191,-0.002,0.145
66.850,0.193,-0.013,0.000
66.900,0.197,-0.013,0.097
66.950,0.193,-0.008,0.000
67.000,0.193,-0.009,0.260
67.050,0.194,-0.012,0.000
67.100,0.194,-0.018,0.173
67.150,0.202,-0.018,0.000
67.200,0.199,-0.022,0.334
67.250,0.194,-0.019,0.000
67.300,0.190,-0.027,0.250
67.350,0.190,-0.021,0.000
67.400,0.187,-0.007,1.081
67.450,0.184,0.072,0.000
67.500,0.184,0.111,0.467
67.550,0.182,0.152,0.000
67.601,0.178,0.181,0.381
67.650,0.175,0.208,0.000
67.700,0.173,0.241,0.156
67.750,0.171,0.276,0.000
67.800,0.167,0.298,0.510
67.850,0.158,0.322,0.000
67.900,0.153,0.342,0.061
67.950,0.159,0.347,0.000
68.000,0.163,0.357,0.156
68.051,0.157,0.366,0.000
68.100,0.155,0.358,0.188
68.150,0.148,0.357,0.000
68.200,0.150,0.375,0.078
68.250,0.156,0.376,0.000
68.300,0.145,0.376,0.611
68.350,0.142,0.379,0.000
68.400,0.143,0.372,0.321
68.451,0.147,0.367,0.000
68.500,0.139,0.378,0.620
68.550,0.135,0.387,0.000
68.600,0.132,0.384,0.461
68.650,0.132,0.383,0.000
68.700,0.131,0.380,0.554
68.750,0.126,0.375,0.000
68.800,0.127,0.387,0.406
68.850,0.134,0.377,0.000
68.900,0.127,0.367,0.094
68.951,0.126,0.354,0.000
69.000,0.125,0.355,0.167
69.050,0.123,0.364,0.000
69.100,0.113,0.383,0.150
69.150,0.113,0.382,0.000
69.200,0.111,0.363,0.085
69.250,0.115,0.379,0.000
69.300,0.113,0.380,0.145
69.350,0.115,0.370,0.000
69.400,0.107,0.361,0.353
69.450,0.100,0.364,0.000
69.500,0.096,0.382,0.520
69.550,0.088,0.385,0.000
69.600,0.084,0.365,0.211
69.650,0.089,0.365,0.000
69.701,0.083,0.381,0.283
69.750,0.083,0.369,0.000
69.800,0.087,0.349,0.067
69.850,0.083,0.342,0.000
69.900,0.074,0.342,0.051
69.950,0.074,0.349,0.000
70.000,0.077,0.326,0.133
70.050,0.071,0.310,0.000
70.101,0.000,0.000,0.201
70.152,0.000,0.000,0.000
70.201,0.000,0.000,1.060
70.250,0.076,0.300,0.000
70.303,0.081,0.308,0.414
70.350,0.093,0.332,0.000
70.400,0.097,0.339,0.351
70.450,0.106,0.320,0.000
70.500,0.111,0.327,0.313
70.550,0.116,0.341,0.000
70.600,0.125,0.364,0.271
70.650,0.127,0.360,0.000
70.700,0.133,0.374,0.179
70.750,0.143,0.386,0.000
70.800,0.144,0.396,0.310
70.850,0.137,0.374,0.000
70.900,0.135,0.357,0.215
70.950,0.138,0.365,0.000
71.000,0.144,0.366,0.189
71.051,0.141,0.371,0.000
71.100,0.139,0.368,0.471
71.150,0.140,0.380,0.000
71.200,0.135,0.381,0.473
71.250,0.126,0.369,0.000
71.300,0.131,0.379,0.306
71.350,0.138,0.381,0.000
71.400,0.134,0.382,0.375
71.450,0.133,0.381,0.000
71.500,0.130,0.363,0.110
71.550,0.136,0.359,0.000
71.600,0.135,0.358,0.086
71.650,0.138,0.373,0.000
71.700,0.139,0.358,0.432
71.750,0.136,0.368,0.000
71.800,0.137,0.356,0.305
71.850,0.138,0.328,0.000
71.900,0.000,0.000,0.459
71.951,0.000,0.000,0.000
72.002,0.000,0.000,0.193
72.050,0.133,0.281,0.000
72.100,0.139,0.218,0.232
72.150,0.151,0.149,0.000
72.200,0.152,0.141,0.050
72.250,0.156,0.082,0.000
72.300,0.161,0.077,0.186
72.350,0.179,0.062,0.000
72.400,0.186,0.036,0.163
72.450,0.187,0.026,0.000
72.501,0.180,0.025,0.233
72.550,0.182,0.010,0.000
72.600,0.190,-0.009,0.329
72.650,0.191,0.014,0.000
72.700,0.191,0.016,0.427
72.750,0.191,0.005,0.000
72.800,0.186,0.008,0.283
72.850,0.184,0.001,0.000
72.900,0.180,0.005,0.059
72.950,0.182,0.001,0.000
73.000,0.190,-0.007,0.039
73.050,0.187,-0.003,0.000
73.100,0.190,0.001,0.062
73.150,0.188,0.006,0.000
73.200,0.186,-0.001,0.029
73.250,0.193,-0.021,0.000
73.300,0.195,-0.014,0.109
73.350,0.189,-0.019,0.000
73.400,0.186,-0.025,0.889
73.450,0.180,-0.029,0.000
73.500,0.181,-0.022,0.582
73.550,0.186,-0.007,0.000
73.600,0.187,-0.016,0.568
73.650,0.191,-0.012,0.000
73.700,0.192,-0.012,0.486
73.751,0.189,0.007,0.000
73.800,0.184,0.024,0.326
73.850,0.173,0.026,0.000
73.900,0.172,0.026,0.358
73.950,0.171,0.017,0.000
74.000,0.174,0.012,0.343
74.051,0.171,0.019,0.000
74.100,0.166,0.018,0.308
74.150,0.160,0.026,0.000
74.200,0.160,0.014,0.384
74.250,0.156,0.014,0.000
74.300,0.156,0.005,0.394
74.350,0.153,-0.001,0.000
74.400,0.153,-0.005,0.324
74.450,0.152,0.010,0.000
74.500,0.160,0.014,0.362
74.550,0.148,0.014,0.000
74.600,0.138,0.018,0.127
74.650,0.135,0.001,0.000
74.700,0.133,-0.001,0.455
74.750,0.135,-0.033,0.000
74.800,0.129,-0.070,0.334
74.850,0.133,-0.076,0.000
74.900,0.130,-0.071,0.474
74.950,0.121,-0.066,0.000
75.000,0.122,-0.064,0.903
75.050,0.115,-0.095,0.000
75.100,0.115,-0.125,0.433
75.150,0.106,-0.120,0.000
75.200,0.000,0.000,0.339
75.250,0.000,0.000,0.000
75.300,0.111,-0.101,0.399
75.350,0.123,-0.069,0.000
75.400,0.146,-0.049,0.352
75.450,0.156,-0.056,0.000
75.500,0.166,-0.060,0.213
75.550,0.167,-0.046,0.000
75.600,0.164,-0.031,0.163
75.650,0.172,-0.020,0.000
75.700,0.173,-0.008,0.028
75.750,0.179,-0.007,0.000
75.800,0.188,-0.009,0.116
75.850,0.186,-0.004,0.000
75.900,0.176,0.004,0.134
75.950,0.183,0.004,0.000
76.000,0.181,-0.016,0.260
76.050,0.188,-0.027,0.000
76.100,0.197,-0.006,0.157
76.150,0.189,-0.006,0.000
76.200,0.181,-0.019,0.061
76.250,0.188,-0.013,0.000
76.300,0.198,0.000,0.056
76.350,0.189,-0.005,0.000
76.400,0.184,-0.011,0.019
76.451,0.190,-0.009,0.000
76.501,0.190,-0.006,0.093
76.550,0.183,0.013,0.000
76.600,0.183,-0.011,0.489
76.650,0.190,-0.002,0.000
76.700,0.185,-0.012,0.401
76.750,0.188,-0.007,0.000
76.800,0.188,-0.004,0.680
76.850,0.185,-0.006,0.000
76.903,0.186,-0.046,0.400
76.950,0.181,-0.084,0.000
77.000,0.171,-0.118,0.322
77.050,0.168,-0.150,0.000
77.100,0.168,-0.154,0.365
77.150,0.166,-0.143,0.000
77.200,0.169,-0.132,0.315
77.250,0.162,-0.136,0.000
77.300,0.155,-0.176,0.331
77.350,0.149,-0.184,0.000
77.400,0.146,-0.166,0.204
77.450,0.147,-0.165,0.000
77.500,0.153,-0.152,0.267
77.550,0.147,-0.155,0.000
77.600,0.147,-0.143,0.270
77.650,0.144,-0.156,0.000
77.700,0.144,-0.161,0.290
77.750,0.137,-0.163,0.000
77.800,0.129,-0.141,0.230
77.850,0.127,-0.117,0.000
77.900,0.129,-0.123,0.199
77.950,0.127,-0.139,0.000
78.000,0.121,-0.131,0.268
78.050,0.126,-0.116,0.000
78.100,0.123,-0.080,0.370
78.150,0.123,-0.080,0.000
78.200,0.128,-0.095,0.294
78.250,0.123,-0.102,0.000
78.300,0.131,-0.100,0.144
78.350,0.136,-0.077,0.000
78.400,0.130,-0.076,0.177
78.450,0.126,-0.064,0.000
78.500,0.000,0.000,0.390
78.550,0.000,0.000,0.000
78.600,0.133,-0.019,0.356
78.650,0.147,-0.026,0.000
78.700,0.152,-0.026,0.494
78.750,0.161,-0.023,0.000
78.800,0.165,-0.016,0.394
78.850,0.174,-0.004,0.000
78.900,0.169,-0.006,0.179
78.950,0.182,0.001,0.000
79.000,0.175,-0.008,0.107
79.050,0.175,-0.022,0.000
79.100,0.183,-0.008,0.048
79.150,0.187,-0.009,0.000
79.200,0.186,0.001,0.085
79.250,0.186,0.010,0.000
79.300,0.186,-0.005,0.071
79.350,0.190,-0.009,0.000
79.400,0.191,-0.014,0.080
79.450,0.195,-0.019,0.000
79.500,0.190,-0.010,0.090
79.550,0.192,-0.009,0.000
79.600,0.190,-0.010,0.140
79.651,0.197,0.013,0.000
79.701,0.197,0.013,0.242
79.751,0.198,0.020,0.000
79.800,0.200,0.023,0.573
79.850,0.202,0.020,0.000
79.901,0.199,0.019,0.430
79.950,0.202,0.010,0.000
80.000,0.198,-0.004,0.396
80.050,0.193,-0.013,0.000
80.100,0.196,0.006,0.321
80.150,0.192,0.022,0.000
80.200,0.192,0.015,0.304
80.250,0.192,-0.001,0.000
80.300,0.188,-0.007,0.321
80.350,0.190,0.010,0.000
80.400,0.189,0.004,0.518
80.450,0.185,-0.019,0.000
80.500,0.191,-0.040,0.391
80.550,0.192,-0.081,0.000
80.600,0.172,-0.157,0.387
80.650,0.163,-0.168,0.000
80.700,0.166,-0.175,0.206
80.750,0.161,-0.198,0.000
80.800,0.158,-0.188,0.091
80.850,0.165,-0.187,0.000
80.900,0.161,-0.189,0.030
80.950,0.163,-0.188,0.000
81.000,0.167,-0.200,0.174
81.050,0.171,-0.192,0.000
81.101,0.171,-0.192,0.801
81.150,0.161,-0.210,0.000
81.201,0.155,-0.222,0.669
81.250,0.156,-0.223,0.000
81.300,0.161,-0.224,0.370
81.350,0.155,-0.231,0.000
81.400,0.154,-0.221,0.232
81.450,0.154,-0.222,0.000
81.501,0.149,-0.224,0.161
81.550,0.147,-0.212,0.000
81.600,0.150,-0.210,0.071
81.650,0.149,-0.186,0.000
81.700,0.156,-0.176,0.199
81.750,0.152,-0.165,0.000
81.800,0.148,-0.157,0.287
81.850,0.150,-0.162,0.000
81.900,0.145,-0.167,0.457
81.950,0.149,-0.145,0.000
82.000,0.000,0.000,0.445
82.050,0.000,0.000,0.000
82.100,0.151,-0.111,0.428
82.150,0.160,-0.065,0.000
82.200,0.167,-0.038,0.394
82.250,0.165,-0.042,0.000
82.300,0.173,-0.030,0.349
82.350,0.177,-0.015,0.000
82.400,0.177,-0.011,0.272
82.450,0.189,-0.008,0.000
82.500,0.190,-0.022,0.160
82.550,0.187,-0.004,0.000
82.600,0.190,0.008,0.141
82.650,0.189,0.006,0.000
82.700,0.190,0.012,0.111
82.750,0.191,0.005,0.000
82.800,0.194,-0.007,0.055
82.850,0.198,-0.023,0.000
82.900,0.189,-0.022,0.044
82.950,0.189,0.001,0.000
83.000,0.195,0.011,0.052
83.050,0.199,0.025,0.000
83.100,0.196,0.022,0.137
83.150,0.204,0.010,0.000
83.200,0.208,-0.006,0.277
83.250,0.202,-0.001,0.000
83.300,0.199,-0.006,0.369
83.350,0.201,0.004,0.000
83.400,0.200,0.003,0.536
83.451,0.202,-0.008,0.000
83.500,0.204,-0.002,0.495
83.550,0.191,0.024,0.000
83.600,0.187,0.013,0.457
83.650,0.194,-0.013,0.000
83.700,0.194,-0.014,0.331
83.750,0.184,0.018,0.000
83.800,0.177,0.024,0.416
83.850,0.178,0.016,0.000
83.900,0.179,0.010,0.335
83.950,0.181,0.017,0.000
84.000,0.183,0.025,0.189
84.050,0.166,0.045,0.000
84.100,0.167,0.038,0.083
84.150,0.169,0.011,0.000
84.200,0.165,-0.007,0.243
84.250,0.160,-0.005,0.000
84.300,0.156,-0.021,0.071
84.350,0.162,0.002,0.000
84.400,0.163,0.018,0.380
84.450,0.164,0.008,0.000
84.500,0.156,-0.006,0.556
84.550,0.154,-0.027,0.000
84.600,0.156,-0.056,0.785
