t_sec,cmd_vx,cmd_wz,meas_speed_tf
9.050,0.197,-0.001,0.000
9.100,0.193,0.009,0.201
9.150,0.184,-0.010,0.000
9.200,0.193,-0.003,0.208
9.250,0.190,0.010,0.000
9.300,0.195,0.011,0.182
9.350,0.200,-0.015,0.000
9.400,0.197,-0.012,0.918
9.450,0.191,0.005,0.000
9.500,0.189,0.021,0.782
9.550,0.183,0.091,0.000
9.600,0.181,0.156,0.555
9.650,0.180,0.205,0.000
9.700,0.178,0.229,0.315
9.750,0.179,0.227,0.000
9.800,0.173,0.254,0.459
9.850,0.169,0.288,0.000
9.900,0.167,0.291,0.163
9.950,0.157,0.261,0.000
10.000,0.153,0.240,0.934
10.050,0.163,0.255,0.000
10.100,0.163,0.262,0.927
10.150,0.162,0.235,0.000
10.200,0.163,0.226,0.731
10.250,0.166,0.233,0.000
10.300,0.160,0.222,0.376
10.350,0.161,0.240,0.000
10.400,0.162,0.244,0.701
10.450,0.159,0.237,0.000
10.500,0.164,0.234,0.279
10.550,0.159,0.136,0.000
10.600,0.159,0.106,0.313
10.650,0.158,0.107,0.000
10.700,0.157,0.102,1.163
10.750,0.156,0.055,0.000
10.800,0.000,0.000,0.718
10.850,0.000,0.000,0.000
10.900,0.166,0.047,0.490
10.950,0.167,0.028,0.000
11.000,0.167,0.030,0.171
11.050,0.178,0.016,0.000
11.100,0.173,0.017,0.531
11.150,0.178,0.009,0.000
11.201,0.178,0.003,0.443
11.250,0.178,0.001,0.000
11.300,0.185,0.011,0.184
11.350,0.189,0.010,0.000
11.400,0.197,0.010,1.866
11.450,0.196,0.001,0.000
11.500,0.193,-0.002,1.072
11.550,0.193,-0.010,0.000
11.600,0.203,-0.008,0.153
11.650,0.202,0.003,0.000
11.700,0.199,0.015,0.304
11.750,0.200,0.009,0.000
11.800,0.200,-0.014,1.236
11.850,0.198,-0.008,0.000
11.900,0.196,-0.010,0.548
11.950,0.200,-0.015,0.000
12.000,0.199,-0.017,1.003
12.050,0.197,-0.004,0.000
12.100,0.193,0.004,0.680
12.150,0.199,-0.006,0.000
12.200,0.192,-0.010,0.732
12.250,0.194,-0.006,0.000
12.300,0.201,-0.000,0.617
12.350,0.198,0.001,0.000
12.400,0.193,-0.016,0.442
12.450,0.191,-0.003,0.000
12.500,0.181,-0.010,0.441
12.550,0.177,-0.024,0.000
12.600,0.182,-0.005,0.161
12.650,0.180,0.035,0.000
12.700,0.172,0.093,0.409
12.750,0.172,0.058,0.000
12.800,0.170,0.025,0.258
12.850,0.167,0.011,0.000
12.900,0.164,0.013,0.223
12.950,0.164,0.028,0.000
13.000,0.161,0.032,0.181
13.050,0.159,-0.012,0.000
13.100,0.162,-0.014,0.282
13.150,0.162,-0.023,0.000
13.200,0.157,-0.018,0.210
13.250,0.155,-0.009,0.000
13.300,0.159,-0.004,0.290
13.350,0.165,-0.002,0.000
13.400,0.165,0.010,0.292
13.450,0.163,0.002,0.000
13.500,0.162,-0.018,0.349
13.550,0.158,-0.037,0.000
13.600,0.154,-0.074,0.325
13.650,0.150,-0.094,0.000
13.700,0.146,-0.087,0.200
13.750,0.149,-0.105,0.000
13.800,0.147,-0.114,0.309
13.850,0.150,-0.105,0.000
13.900,0.000,0.000,0.181
13.950,0.000,0.000,0.000
14.000,0.160,-0.059,0.276
14.050,0.159,-0.046,0.000
14.101,0.165,-0.033,0.338
14.150,0.169,-0.038,0.000
14.200,0.184,-0.019,0.308
14.250,0.185,-0.007,0.000
14.300,0.187,-0.014,0.304
14.350,0.181,-0.002,0.000
14.400,0.195,-0.010,0.293
14.450,0.197,0.000,0.000
14.500,0.195,-0.001,0.391
14.550,0.194,-0.004,0.000
14.600,0.190,0.006,0.419
14.650,0.189,0.001,0.000
14.700,0.190,-0.014,0.527
14.750,0.194,-0.004,0.000
14.800,0.192,-0.001,0.337
14.850,0.197,-0.010,0.000
14.900,0.199,-0.005,0.862
14.950,0.199,-0.012,0.000
15.000,0.201,-0.004,0.341
15.050,0.191,-0.004,0.000
15.100,0.193,-0.006,0.354
15.150,0.196,-0.016,0.000
15.200,0.204,-0.003,1.473
15.250,0.199,-0.013,0.000
15.300,0.200,-0.001,0.650
15.350,0.194,0.015,0.000
15.400,0.188,0.010,0.546
15.450,0.198,0.001,0.000
15.500,0.195,0.002,0.294
15.550,0.199,0.005,0.000
15.600,0.200,0.019,0.395
15.650,0.192,-0.000,0.000
15.700,0.197,0.008,0.380
15.750,0.189,-0.019,0.000
15.800,0.185,-0.032,0.370
15.850,0.197,-0.019,0.000
15.900,0.199,-0.010,0.340
15.950,0.201,-0.063,0.000
16.000,0.191,-0.097,0.411
16.050,0.182,-0.121,0.000
16.101,0.176,-0.147,0.356
16.150,0.171,-0.184,0.000
16.200,0.174,-0.195,0.311
16.250,0.176,-0.211,0.000
16.300,0.169,-0.206,0.283
16.350,0.169,-0.219,0.000
16.400,0.170,-0.220,0.513
16.450,0.167,-0.211,0.000
16.500,0.163,-0.212,0.422
16.550,0.159,-0.232,0.000
16.600,0.164,-0.217,0.257
16.650,0.163,-0.214,0.000
16.700,0.168,-0.209,0.260
16.750,0.166,-0.195,0.000
16.800,0.155,-0.197,0.235
16.850,0.150,-0.180,0.000
16.900,0.145,-0.179,0.017
16.950,0.155,-0.163,0.000
17.000,0.153,-0.162,0.127
17.050,0.153,-0.160,0.000
17.100,0.155,-0.153,0.215
17.150,0.152,-0.155,0.000
17.200,0.153,-0.161,0.152
17.250,0.157,-0.122,0.000
17.300,0.000,0.000,0.697
17.350,0.000,0.000,0.000
17.400,0.149,-0.063,0.464
17.450,0.161,-0.048,0.000
17.500,0.173,-0.042,0.471
17.550,0.174,-0.020,0.000
17.600,0.189,-0.013,0.413
17.650,0.192,-0.025,0.000
17.700,0.186,-0.016,0.439
17.750,0.180,0.012,0.000
17.800,0.182,0.005,0.371
17.850,0.191,0.018,0.000
17.900,0.192,0.017,0.157
17.950,0.195,-0.001,0.000
18.000,0.191,0.004,0.557
18.050,0.194,0.020,0.000
18.100,0.196,0.003,0.707
18.150,0.202,0.014,0.000
18.201,0.204,0.025,0.267
18.251,0.204,0.025,0.000
18.300,0.200,0.020,1.360
18.350,0.195,-0.006,0.000
18.400,0.198,-0.013,0.670
18.450,0.197,0.009,0.000
18.500,0.199,-0.001,0.551
18.550,0.203,-0.010,0.000
18.600,0.193,0.001,0.746
18.650,0.197,0.002,0.000
18.700,0.190,0.011,0.455
18.750,0.197,0.010,0.000
18.800,0.200,0.010,0.687
18.850,0.195,0.003,0.000
18.900,0.200,0.009,0.516
18.950,0.196,0.020,0.000
19.000,0.191,0.002,0.689
19.050,0.197,0.004,0.000
19.100,0.193,-0.012,0.615
19.150,0.196,-0.005,0.000
19.200,0.193,0.026,0.529
19.250,0.197,0.029,0.000
19.300,0.207,-0.009,0.556
19.350,0.199,-0.015,0.000
19.400,0.202,-0.006,0.518
19.450,0.207,0.000,0.000
19.500,0.194,0.018,0.501
19.550,0.187,0.020,0.000
19.600,0.189,0.010,0.373
19.650,0.196,-0.002,0.000
19.700,0.202,-0.010,0.259
19.750,0.206,-0.018,0.000
19.800,0.201,-0.022,0.073
19.850,0.194,-0.013,0.000
19.900,0.197,-0.017,0.109
19.950,0.199,-0.006,0.000
20.000,0.195,-0.012,0.254
20.050,0.205,-0.002,0.000
20.100,0.201,0.002,0.082
20.150,0.198,0.002,0.000
20.200,0.195,-0.014,0.982
20.250,0.190,-0.018,0.000
20.300,0.192,-0.005,0.469
20.350,0.200,-0.010,0.000
20.400,0.199,0.006,0.360
20.452,0.197,0.016,0.000
20.500,0.201,0.007,0.418
20.550,0.207,-0.005,0.000
20.600,0.206,-0.006,0.403
20.650,0.208,-0.014,0.000
20.700,0.202,-0.001,0.312
20.750,0.194,-0.000,0.000
20.801,0.190,0.001,0.388
20.850,0.199,-0.003,0.000
20.900,0.193,-0.009,0.393
20.950,0.194,-0.002,0.000
21.000,0.195,-0.002,0.260
21.052,0.196,-0.013,0.000
21.100,0.198,0.005,0.434
21.150,0.203,0.003,0.000
21.200,0.203,0.004,0.299
21.250,0.196,0.010,0.000
21.300,0.191,0.002,0.231
21.350,0.192,-0.011,0.000
21.400,0.195,-0.005,0.334
21.450,0.199,-0.007,0.000
21.500,0.197,-0.020,0.478
21.550,0.194,-0.015,0.000
21.600,0.188,0.003,0.220
21.650,0.190,0.002,0.000
21.700,0.198,-0.004,0.187
21.750,0.204,-0.007,0.000
21.800,0.205,-0.009,0.147
21.850,0.204,-0.010,0.000
21.900,0.203,-0.004,0.246
21.950,0.195,-0.001,0.000
22.000,0.198,0.014,0.313
22.050,0.197,0.027,0.000
22.100,0.200,0.011,0.390
22.150,0.196,0.009,0.000
22.200,0.203,0.011,0.479
22.250,0.202,0.006,0.000
22.300,0.202,-0.011,0.413
22.350,0.200,-0.009,0.000
22.401,0.200,-0.009,0.608
22.450,0.195,-0.000,0.000
22.500,0.195,-0.001,0.544
22.550,0.192,-0.018,0.000
22.600,0.194,-0.026,0.389
22.650,0.198,-0.002,0.000
22.700,0.192,-0.001,0.316
22.750,0.197,0.004,0.000
22.800,0.200,-0.006,0.016
22.850,0.198,0.005,0.000
22.900,0.198,0.009,0.135
22.950,0.200,0.002,0.000
23.000,0.187,0.032,0.312
23.050,0.179,0.059,0.000
23.100,0.182,0.086,0.184
23.150,0.181,0.111,0.000
23.200,0.174,0.127,0.222
23.250,0.169,0.133,0.000
23.300,0.166,0.111,0.397
23.350,0.170,0.086,0.000
23.401,0.171,0.073,0.525
23.450,0.170,0.067,0.000
23.500,0.171,0.063,0.551
23.550,0.164,0.075,0.000
23.600,0.158,0.069,0.510
23.650,0.166,0.070,0.000
23.700,0.161,0.067,0.437
23.750,0.159,0.068,0.000
23.800,0.155,0.063,0.189
23.850,0.155,0.032,0.000
23.900,0.146,-0.005,0.282
23.950,0.149,-0.031,0.000
24.000,0.156,-0.061,0.237
24.050,0.154,-0.062,0.000
24.100,0.148,-0.064,0.315
24.150,0.155,-0.073,0.000
24.200,0.000,0.000,0.286
24.250,0.000,0.000,0.000
24.300,0.157,-0.061,0.319
24.350,0.160,-0.043,0.000
24.400,0.162,-0.024,0.254
24.450,0.165,-0.014,0.000
24.500,0.178,-0.024,0.086
24.550,0.185,-0.013,0.000
24.600,0.190,-0.021,0.159
24.650,0.191,-0.013,0.000
24.700,0.190,-0.019,0.545
24.750,0.182,-0.019,0.000
24.800,0.187,-0.006,0.460
24.851,0.184,0.004,0.000
24.900,0.185,0.001,0.345
24.950,0.184,0.010,0.000
25.000,0.193,-0.006,0.225
25.050,0.194,0.001,0.000
25.100,0.200,-0.002,0.153
25.150,0.199,-0.000,0.000
25.200,0.200,-0.014,0.043
25.250,0.194,-0.007,0.000
25.300,0.198,-0.010,0.069
25.350,0.206,-0.001,0.000
25.400,0.199,-0.002,0.062
25.450,0.196,-0.003,0.000
25.500,0.196,-0.014,0.062
25.550,0.195,0.001,0.000
25.600,0.196,-0.008,0.335
25.650,0.198,0.007,0.000
25.700,0.194,-0.011,0.274
25.750,0.193,-0.009,0.000
25.800,0.191,0.023,0.639
25.850,0.191,0.084,0.000
25.900,0.183,0.166,0.590
25.950,0.183,0.205,0.000
26.000,0.181,0.253,0.707
26.050,0.180,0.284,0.000
26.100,0.178,0.292,0.567
26.150,0.171,0.290,0.000
26.200,0.168,0.312,0.320
26.250,0.171,0.334,0.000
26.300,0.163,0.352,0.339
26.350,0.160,0.348,0.000
26.403,0.165,0.368,0.444
26.450,0.165,0.374,0.000
26.500,0.168,0.372,0.322
26.550,0.164,0.366,0.000
26.600,0.160,0.369,0.237
26.650,0.158,0.374,0.000
26.700,0.157,0.378,0.127
26.750,0.156,0.388,0.000
26.800,0.156,0.375,0.156
26.850,0.158,0.381,0.000
26.900,0.163,0.355,0.210
26.950,0.166,0.341,0.000
27.000,0.000,0.000,0.157
27.050,0.000,0.000,0.000
27.100,0.159,0.307,0.282
27.150,0.161,0.255,0.000
27.200,0.158,0.226,0.214
27.250,0.167,0.180,0.000
27.300,0.176,0.146,0.289
27.350,0.185,0.107,0.000
27.400,0.183,0.086,0.286
27.450,0.185,0.059,0.000
27.500,0.185,0.050,0.349
27.550,0.184,0.130,0.000
27.600,0.182,0.173,0.334
27.650,0.169,0.204,0.000
27.700,0.166,0.242,0.300
27.750,0.165,0.265,0.000
27.800,0.160,0.283,0.390
27.850,0.163,0.311,0.000
27.900,0.162,0.312,0.168
27.950,0.175,0.322,0.000
28.000,0.172,0.320,0.157
28.050,0.160,0.325,0.000
28.100,0.157,0.324,0.181
28.150,0.161,0.334,0.000
28.200,0.165,0.340,0.149
28.250,0.161,0.338,0.000
28.300,0.159,0.346,0.226
28.350,0.150,0.326,0.000
28.400,0.154,0.325,0.256
28.450,0.142,0.293,0.000
28.500,0.146,0.266,0.417
28.550,0.162,0.253,0.000
28.601,0.159,0.251,0.298
28.650,0.156,0.254,0.000
28.700,0.145,0.254,0.355
28.750,0.147,0.214,0.000
28.800,0.143,0.197,0.573
28.850,0.154,0.157,0.000
28.900,0.152,0.145,0.402
28.950,0.149,0.104,0.000
29.000,0.000,0.000,0.543
29.050,0.000,0.000,0.000
29.100,0.140,0.070,0.391
29.150,0.149,0.130,0.000
29.200,0.152,0.167,0.399
29.250,0.147,0.213,0.000
29.300,0.148,0.240,0.029
29.350,0.150,0.265,0.000
29.401,0.149,0.295,0.104
29.450,0.148,0.303,0.000
29.500,0.140,0.318,0.089
29.550,0.140,0.332,0.000
29.600,0.144,0.337,0.206
29.650,0.152,0.337,0.000
29.700,0.145,0.342,0.192
29.750,0.140,0.349,0.000
29.800,0.146,0.342,0.152
29.850,0.146,0.360,0.000
29.900,0.141,0.354,0.126
29.950,0.141,0.375,0.000
30.000,0.136,0.372,0.157
30.051,0.144,0.370,0.000
30.100,0.150,0.357,0.061
30.150,0.143,0.354,0.000
30.200,0.134,0.378,0.218
30.250,0.140,0.377,0.000
30.300,0.139,0.378,0.215
30.350,0.136,0.371,0.000
30.401,0.136,0.359,0.408
30.451,0.134,0.351,0.000
30.507,0.134,0.338,0.696
30.551,0.140,0.334,0.788
30.600,0.140,0.313,0.359
30.650,0.136,0.311,0.000
30.700,0.128,0.310,0.350
30.750,0.128,0.308,0.000
30.800,0.127,0.316,0.079
30.850,0.120,0.321,0.000
30.900,0.119,0.316,0.300
30.950,0.123,0.313,0.000
31.000,0.000,0.000,0.973
31.050,0.000,0.000,0.000
31.100,0.132,0.198,0.721
31.150,0.138,0.171,0.000
31.200,0.149,0.137,0.511
31.250,0.154,0.091,0.000
31.300,0.159,0.060,0.350
31.350,0.163,0.053,0.000
31.400,0.170,0.040,0.076
31.450,0.177,0.016,0.000
31.500,0.175,0.002,0.257
31.550,0.181,0.006,0.000
31.600,0.182,-0.003,0.118
31.650,0.175,-0.008,0.000
31.700,0.177,-0.011,0.141
31.750,0.178,-0.009,0.000
31.800,0.175,0.001,0.124
31.850,0.178,0.010,0.000
31.900,0.175,0.002,0.155
31.950,0.172,-0.023,0.000
32.000,0.187,-0.005,0.168
32.050,0.191,0.045,0.000
32.102,0.167,0.111,0.413
32.150,0.155,0.151,0.000
32.201,0.148,0.188,0.348
32.250,0.145,0.218,0.000
32.300,0.149,0.243,0.338
32.350,0.146,0.248,0.000
32.400,0.144,0.282,0.396
32.450,0.143,0.288,0.000
32.500,0.148,0.312,0.325
32.550,0.140,0.324,0.000
32.600,0.131,0.320,0.217
32.650,0.136,0.329,0.000
32.700,0.133,0.337,0.207
32.750,0.131,0.347,0.000
32.800,0.127,0.349,0.280
32.850,0.132,0.364,0.000
32.900,0.127,0.371,0.327
32.950,0.126,0.355,0.000
33.000,0.117,0.331,0.624
33.050,0.115,0.328,0.000
33.100,0.117,0.321,0.427
33.150,0.112,0.305,0.000
33.200,0.103,0.297,0.460
33.250,0.104,0.295,0.000
33.300,0.104,0.289,0.410
33.350,0.094,0.265,0.000
33.400,0.090,0.249,0.211
33.450,0.082,0.235,0.000
33.500,0.080,0.219,0.277
33.550,0.078,0.205,0.000
33.600,0.081,0.178,0.050
33.650,0.086,0.163,0.000
33.700,0.000,0.000,0.081
33.750,0.000,0.000,0.000
33.800,0.097,0.122,0.043
33.850,0.108,0.096,0.000
33.900,0.125,0.076,0.045
33.950,0.137,0.056,0.000
34.000,0.137,0.020,0.121
34.050,0.145,0.008,0.000
34.100,0.163,0.006,0.334
34.150,0.166,-0.002,0.000
34.200,0.168,-0.029,0.316
34.250,0.160,-0.075,0.000
34.300,0.155,-0.097,0.248
34.350,0.147,-0.114,0.000
34.400,0.145,-0.133,0.144
34.450,0.148,-0.161,0.000
34.500,0.151,-0.171,0.196
34.550,0.143,-0.182,0.000
34.600,0.134,-0.175,0.119
34.650,0.130,-0.167,0.000
34.700,0.138,-0.178,0.086
34.750,0.138,-0.179,0.000
34.800,0.131,-0.187,0.064
34.850,0.128,-0.194,0.000
34.900,0.130,-0.188,0.044
34.950,0.124,-0.170,0.000
35.000,0.118,-0.169,0.168
35.050,0.106,-0.145,0.000
35.100,0.115,-0.139,0.438
35.150,0.118,-0.152,0.000
35.200,0.119,-0.168,0.311
35.250,0.116,-0.166,0.000
35.300,0.116,-0.152,0.636
35.350,0.120,-0.154,0.000
35.400,0.119,-0.163,0.558
35.450,0.111,-0.148,0.000
35.500,0.102,-0.100,0.341
35.550,0.109,-0.085,0.000
35.600,0.109,-0.088,0.277
35.650,0.110,-0.085,0.000
35.701,0.115,-0.085,0.457
35.750,0.116,-0.087,0.000
35.800,0.115,-0.066,0.205
35.850,0.111,-0.039,0.000
35.900,0.109,-0.038,0.093
35.950,0.112,-0.004,0.000
36.000,0.111,0.001,0.469
36.050,0.114,-0.012,0.000
36.100,0.111,-0.023,0.351
36.150,0.110,-0.027,0.000
36.200,0.100,-0.014,0.474
36.250,0.104,-0.005,0.000
36.300,0.000,0.000,0.394
36.350,0.114,0.009,0.000
36.400,0.125,-0.004,0.152
36.450,0.134,-0.016,0.000
36.500,0.144,-0.028,0.135
36.550,0.163,0.004,0.000
36.600,0.171,0.004,0.077
36.650,0.170,-0.002,0.000
36.700,0.174,-0.009,0.041
36.750,0.183,-0.002,0.000
36.800,0.189,-0.004,0.036
36.850,0.192,0.009,0.000
36.900,0.182,-0.001,0.028
36.950,0.186,-0.025,0.000
37.000,0.188,-0.015,0.015
37.050,0.189,-0.007,0.000
37.100,0.191,-0.003,0.106
37.150,0.185,-0.005,0.000
37.200,0.187,0.004,0.325
37.250,0.194,-0.006,0.000
37.300,0.200,-0.011,0.235
37.350,0.200,0.002,0.000
37.400,0.200,0.009,0.418
37.450,0.192,0.002,0.000
37.500,0.195,-0.013,0.371
37.550,0.200,-0.027,0.000
37.600,0.196,-0.031,0.396
37.650,0.193,-0.027,0.000
37.700,0.195,-0.032,0.383
37.750,0.199,-0.025,0.000
37.800,0.195,-0.010,0.328
37.850,0.191,-0.012,0.000
37.900,0.199,-0.012,0.356
37.950,0.191,-0.016,0.000
38.000,0.198,-0.007,0.266
38.050,0.203,0.006,0.000
38.100,0.202,0.009,0.292
38.150,0.200,-0.006,0.000
38.200,0.198,-0.014,0.311
38.250,0.195,-0.020,0.000
38.300,0.188,-0.013,0.261
38.350,0.189,0.006,0.000
38.400,0.195,-0.008,0.370
38.450,0.194,-0.013,0.000
38.500,0.196,-0.026,0.295
38.551,0.195,-0.030,0.000
38.600,0.196,-0.022,0.166
38.650,0.188,-0.015,0.000
38.701,0.186,-0.002,0.169
38.750,0.189,-0.010,0.000
38.800,0.183,-0.014,0.421
38.850,0.187,-0.016,0.000
38.900,0.191,-0.004,0.375
38.950,0.186,0.001,0.000
39.000,0.193,0.000,0.700
39.050,0.200,-0.013,0.000
39.100,0.196,-0.009,1.148
39.150,0.191,0.000,0.000
39.200,0.191,0.001,0.608
39.250,0.190,-0.007,0.000
39.300,0.192,-0.013,0.460
39.350,0.194,-0.002,0.000
39.400,0.195,0.004,0.176
39.450,0.195,-0.000,0.000
39.500,0.194,-0.008,0.089
39.550,0.193,-0.020,0.000
39.600,0.191,-0.023,0.078
39.650,0.189,-0.032,0.000
39.700,0.183,-0.028,0.060
39.750,0.180,-0.017,0.000
39.800,0.189,-0.014,0.459
39.850,0.189,-0.009,0.000
39.900,0.187,-0.015,0.386
39.950,0.191,-0.006,0.000
40.000,0.191,0.002,0.645
40.050,0.191,-0.009,0.000
40.100,0.192,-0.003,0.345
40.150,0.186,0.004,0.000
40.200,0.185,-0.013,0.383
40.250,0.188,-0.026,0.000
40.300,0.194,-0.020,0.083
40.350,0.190,-0.020,0.000
40.400,0.186,-0.029,0.123
40.450,0.186,-0.018,0.000
40.500,0.191,-0.004,0.438
40.550,0.190,-0.016,0.000
40.600,0.187,-0.032,0.369
40.650,0.185,-0.043,0.000
40.700,0.187,-0.032,0.468
40.750,0.187,-0.020,0.000
40.800,0.184,-0.031,0.441
40.850,0.191,-0.022,0.000
40.900,0.187,-0.012,0.457
40.950,0.183,-0.013,0.000
41.000,0.183,-0.034,0.372
41.050,0.179,-0.036,0.000
41.100,0.175,-0.033,0.456
41.150,0.180,-0.022,0.000
41.201,0.185,-0.023,0.407
41.250,0.187,-0.024,0.000
41.300,0.190,-0.019,0.335
41.350,0.183,-0.029,0.000
41.400,0.177,-0.033,0.350
41.450,0.165,-0.097,0.000
41.500,0.158,-0.152,0.098
41.550,0.157,-0.182,0.000
41.600,0.154,-0.195,0.139
41.650,0.150,-0.224,0.000
41.700,0.153,-0.257,0.144
41.750,0.150,-0.283,0.000
41.800,0.152,-0.286,0.054
41.850,0.156,-0.301,0.000
41.900,0.147,-0.303,0.222
41.950,0.146,-0.286,0.000
42.000,0.144,-0.294,0.317
42.050,0.142,-0.296,0.000
42.100,0.139,-0.291,0.414
42.150,0.136,-0.301,0.000
42.200,0.138,-0.316,0.718
42.250,0.139,-0.309,0.000
42.300,0.130,-0.283,0.569
42.350,0.127,-0.285,0.000
42.400,0.126,-0.287,0.424
42.451,0.130,-0.296,0.000
42.500,0.134,-0.293,0.312
